HandA,HandA_no,HandB,HandB_no,HandA_Wins,Ties,HandB_Wins
8Ao,78,46o,138,0.6364468336105347,0.004497156944125891,0.3590559959411621
8Ao,78,45o,139,0.6235731244087219,0.0048745726235210896,0.37155231833457947
8Ao,78,44o,140,0.4546228051185608,0.004735223948955536,0.5406419634819031
8Ao,78,43s,141,0.6060954928398132,0.005210815463215113,0.3886936902999878
8Ao,78,42s,142,0.615810215473175,0.005222203675657511,0.37896761298179626
8Ao,78,3Ao,143,0.5493740439414978,0.21364028751850128,0.2369856983423233
8Ao,78,3Ko,144,0.639884889125824,0.004791789222508669,0.35532328486442566
8Ao,78,3Qo,145,0.639555811882019,0.00469265365973115,0.35575151443481445
8Ao,78,3Jo,146,0.6388550400733948,0.004593518562614918,0.35655146837234497
8Ao,78,3To,147,0.6382171511650085,0.0044943829998373985,0.3572884798049927
8Ao,78,39o,148,0.6425520777702332,0.00450139120221138,0.35294651985168457
8Ao,78,38o,149,0.7507423758506775,0.030886908993124962,0.2183706909418106
8Ao,78,37o,150,0.6669931411743164,0.0045203715562820435,0.32848650217056274
8Ao,78,36o,151,0.6514738202095032,0.004643889144062996,0.343882292509079
8Ao,78,35o,152,0.6386001110076904,0.005021304823458195,0.35637858510017395
8Ao,78,34o,153,0.6437047719955444,0.0051706647500395775,0.3511245548725128
8Ao,78,33o,154,0.4656069874763489,0.005212025251239538,0.5291810035705566
8Ao,78,32s,155,0.620525062084198,0.005360467359423637,0.3741144835948944
8Ao,78,2Ao,156,0.5497154593467712,0.2147258222103119,0.23555870354175568
8Ao,78,2Ko,157,0.6403956413269043,0.004892968572676182,0.3547114133834839
8Ao,78,2Qo,158,0.6400665640830994,0.00479383347555995,0.3551396131515503
8Ao,78,2Jo,159,0.6393657326698303,0.004694697912782431,0.3559395670890808
8Ao,78,2To,160,0.6387278437614441,0.004595562350004911,0.3566765785217285
8Ao,78,29o,161,0.6430627703666687,0.004602570552378893,0.3523346185684204
8Ao,78,28o,162,0.7520653605461121,0.030988136306405067,0.21694648265838623
8Ao,78,27o,163,0.6810125708580017,0.004621550906449556,0.3143658936023712
8Ao,78,26o,164,0.6654932498931885,0.004745068494230509,0.32976168394088745
8Ao,78,25o,165,0.6520500779151917,0.005122484173625708,0.3428274095058441
8Ao,78,24o,166,0.654141902923584,0.00527184410020709,0.34058627486228943
8Ao,78,23o,167,0.6593157649040222,0.005445732735097408,0.335238516330719
8Ao,78,22o,168,0.4717005491256714,0.005553336348384619,0.5227461457252502
8Ko,79,8Qo,80,0.7193489670753479,0.032302286475896835,0.24834874272346497
8Ko,79,8Jo,81,0.7038894295692444,0.03116859495639801,0.2649419903755188
8Ko,79,8To,82,0.6884927749633789,0.030034905299544334,0.2814723551273346
8Ko,79,89o,83,0.6780544519424438,0.02900717966258526,0.29293838143348694
8Ko,79,88o,84,0.28638431429862976,0.023413775488734245,0.6902019381523132
8Ko,79,87s,85,0.6415258646011353,0.03210761770606041,0.32636651396751404
8Ko,79,86s,86,0.6533533930778503,0.03301146626472473,0.31363511085510254
8Ko,79,85s,87,0.6647240519523621,0.03443527966737747,0.3008406460285187
8Ko,79,84s,88,0.6802436709403992,0.03544872999191284,0.2843075692653656
8Ko,79,83s,89,0.6958264112472534,0.03646217659115791,0.26771143078804016
8Ko,79,82s,90,0.6970574855804443,0.03656262904405594,0.2663798928260803
8Ko,79,7Ao,91,0.39212238788604736,0.003890080377459526,0.6039875149726868
8Ko,79,7Ko,92,0.559103786945343,0.2130126655101776,0.22788353264331818
8Ko,79,7Qo,93,0.6368626952171326,0.006418106611818075,0.3567192256450653
8Ko,79,7Jo,94,0.6245260834693909,0.006346127949655056,0.3691277801990509
8Ko,79,7To,95,0.612252414226532,0.0062741488218307495,0.38147345185279846
8Ko,79,79o,96,0.6012222170829773,0.006308313459157944,0.3924694359302521
8Ko,79,78o,97,0.6813527941703796,0.03281893953680992,0.28582826256752014
8Ko,79,77o,98,0.42892584204673767,0.004169403109699488,0.5669047832489014
8Ko,79,76s,99,0.5847707390785217,0.006321307271718979,0.4089079797267914
8Ko,79,75s,100,0.5947423577308655,0.006811436731368303,0.3984461724758148
8Ko,79,74s,101,0.6084706783294678,0.006888963747769594,0.3846403658390045
8Ko,79,73s,102,0.6225730180740356,0.006966490764170885,0.37046051025390625
8Ko,79,72s,103,0.6355816721916199,0.0069734989665448666,0.3574448525905609
8Ko,79,6Ao,104,0.3960215449333191,0.004012283869087696,0.5999661684036255
8Ko,79,6Ko,105,0.5576208233833313,0.2120046764612198,0.2303745299577713
8Ko,79,6Qo,106,0.6309201121330261,0.006293858867138624,0.36278605461120605
8Ko,79,6Jo,107,0.6337180733680725,0.006300429347902536,0.359981507062912
8Ko,79,6To,108,0.6214444041252136,0.00622845022007823,0.37232714891433716
8Ko,79,69o,109,0.6104142665863037,0.006262614391744137,0.38332313299179077
8Ko,79,68o,110,0.6939716935157776,0.03393828868865967,0.27208998799324036
8Ko,79,67o,111,0.621031641960144,0.0062028998509049416,0.372765451669693
8Ko,79,66o,112,0.4362410306930542,0.0045832982286810875,0.5591756701469421
8Ko,79,65s,113,0.5834000706672668,0.006815378554165363,0.40978455543518066
8Ko,79,64s,114,0.5971283316612244,0.006894657853990793,0.3959769904613495
8Ko,79,63s,115,0.6112306714057922,0.006972184870392084,0.3817971348762512
8Ko,79,62s,116,0.6242393255233765,0.006979193072766066,0.3687814772129059
8Ko,79,5Ao,117,0.39345598220825195,0.004469416569918394,0.6020746231079102
8Ko,79,5Ko,118,0.5542759299278259,0.21293097734451294,0.23279309272766113
8Ko,79,5Qo,119,0.6279696822166443,0.0068555292673408985,0.365174800157547
8Ko,79,5Jo,120,0.6272688508033752,0.006756393704563379,0.3659747242927551
8Ko,79,5To,121,0.6301297545433044,0.006762963719666004,0.36310726404190063
8Ko,79,59o,122,0.6190996170043945,0.006797128356993198,0.37410324811935425
8Ko,79,58o,123,0.7060849666595459,0.03563573956489563,0.25827929377555847
8Ko,79,57o,124,0.6315797567367554,0.006737413350492716,0.36168286204338074
8Ko,79,56o,125,0.6194256544113159,0.006755079608410597,0.3738192915916443
8Ko,79,55o,126,0.44414442777633667,0.005673975683748722,0.5501815676689148
8Ko,79,54s,127,0.5827557444572449,0.007240536622703075,0.4100037217140198
8Ko,79,53s,128,0.5968580842018127,0.007320983801037073,0.3958209156990051
8Ko,79,52s,129,0.6093453764915466,0.007327992003411055,0.3833266496658325
8Ko,79,4Ao,130,0.39736753702163696,0.004618776962161064,0.598013699054718
8Ko,79,4Ko,131,0.5555081963539124,0.21394474804401398,0.23054707050323486
8Ko,79,4Qo,132,0.6296754479408264,0.007004889193922281,0.3633196949958801
8Ko,79,4Jo,133,0.6289746165275574,0.006905754096806049,0.36411961913108826
8Ko,79,4To,134,0.6283367276191711,0.00680661853402853,0.36485666036605835
8Ko,79,49o,135,0.63187175989151,0.006919331848621368,0.3612089455127716
8Ko,79,48o,136,0.7227076888084412,0.0369199775159359,0.24037235975265503
8Ko,79,47o,137,0.6462145447731018,0.006859617307782173,0.3469258248806
8Ko,79,46o,138,0.6340604424476624,0.006877283565700054,0.3590622544288635
8Ko,79,45o,139,0.6186116933822632,0.007250318769365549,0.3741379976272583
8Ko,79,44o,140,0.4535132646560669,0.0065992954187095165,0.5398874282836914
8Ko,79,43s,141,0.6015098690986633,0.0074426038190722466,0.39104753732681274
8Ko,79,42s,142,0.6112245321273804,0.007453992031514645,0.3813214600086212
8Ko,79,3Ao,143,0.40171384811401367,0.004792665131390095,0.5934934616088867
8Ko,79,3Ko,144,0.5601819157600403,0.21504339575767517,0.22477465867996216
8Ko,79,3Qo,145,0.6344632506370544,0.007178777828812599,0.3583579361438751
8Ko,79,3Jo,146,0.6337624788284302,0.00707964226603508,0.35915789008140564
8Ko,79,3To,147,0.633124589920044,0.006980507168918848,0.35989490151405334
8Ko,79,39o,148,0.6337301731109619,0.006987514905631542,0.3592822849750519
8Ko,79,38o,149,0.739401638507843,0.038226012140512466,0.2223723828792572
8Ko,79,37o,150,0.6612415313720703,0.007006349507719278,0.33175212144851685
8Ko,79,36o,151,0.6490874290466309,0.007024015765637159,0.3438885509967804
8Ko,79,35o,152,0.6336386799812317,0.007397050969302654,0.35896429419517517
8Ko,79,34o,153,0.6387433409690857,0.007546411361545324,0.35371026396751404
8Ko,79,33o,154,0.4639087915420532,0.007664777338504791,0.528426468372345
8Ko,79,32s,155,0.6159393787384033,0.007592255715280771,0.37646833062171936
8Ko,79,2Ao,156,0.40171998739242554,0.004893844947218895,0.593386173248291
8Ko,79,2Ko,157,0.5605233907699585,0.21612893044948578,0.22334767878055573
8Ko,79,2Qo,158,0.6349740028381348,0.007279957178980112,0.35774606466293335
8Ko,79,2Jo,159,0.6342731714248657,0.00718082208186388,0.3585459887981415
8Ko,79,2To,160,0.6336352825164795,0.007081686519086361,0.3592830300331116
8Ko,79,29o,161,0.6342409253120422,0.007088694721460342,0.3586703836917877
8Ko,79,28o,162,0.7406412363052368,0.03841055929660797,0.22094817459583282
8Ko,79,27o,163,0.6752609610557556,0.007107528857886791,0.3176315426826477
8Ko,79,26o,164,0.6631068587303162,0.007125195115804672,0.32976797223091125
8Ko,79,25o,165,0.6470886468887329,0.007498230319470167,0.34541311860084534
8Ko,79,24o,166,0.6491804122924805,0.007647590711712837,0.34317198395729065
8Ko,79,23o,167,0.6543543338775635,0.007821478880941868,0.3378242254257202
8Ko,79,22o,168,0.4693295359611511,0.008678866550326347,0.5219916105270386
8Qo,80,8Jo,81,0.7103124260902405,0.04106578603386879,0.24862180650234222
8Qo,80,8To,82,0.6949157118797302,0.03993209823966026,0.2651521563529968
8Qo,80,89o,83,0.6804097294807434,0.03890437260270119,0.2806858718395233
8Qo,80,88o,84,0.30161991715431213,0.022862762212753296,0.6755173206329346
8Qo,80,87s,85,0.6490759253501892,0.04270036146044731,0.308223694562912
8Qo,80,86s,86,0.6464447975158691,0.04277414083480835,0.3107810616493225
8Qo,80,85s,87,0.6577324867248535,0.04428088292479515,0.29798659682273865
8Qo,80,84s,88,0.6731691956520081,0.04537726193666458,0.28145352005958557
8Qo,80,83s,89,0.688668966293335,0.04647364094853401,0.26485738158226013
8Qo,80,82s,90,0.6898171305656433,0.0466570183634758,0.2635258436203003
8Qo,80,7Ao,91,0.409030020236969,0.0038978182710707188,0.5870721340179443
8Qo,80,7Ko,92,0.40648171305656433,0.006418106611818075,0.5871002078056335
8Qo,80,7Qo,93,0.5696602463722229,0.20585110783576965,0.22448863089084625
8Qo,80,7Jo,94,0.6346268057823181,0.009050962515175343,0.3563222289085388
8Qo,80,7To,95,0.6223531365394592,0.00897898431867361,0.3686679005622864
8Qo,80,79o,96,0.6112597584724426,0.00901314802467823,0.3797271251678467
8Qo,80,78o,97,0.6898706555366516,0.04392561316490173,0.26620370149612427
8Qo,80,77o,98,0.44549816846847534,0.004871214274317026,0.5496306419372559
8Qo,80,76s,99,0.5880314111709595,0.008850355632603168,0.4031182527542114
8Qo,80,75s,100,0.5980030298233032,0.00934048555791378,0.39265647530555725
8Qo,80,74s,101,0.6117313504219055,0.009418012574315071,0.37885066866874695
8Qo,80,73s,102,0.6258336901664734,0.009495539590716362,0.3646707832813263
8Qo,80,72s,103,0.6388422846794128,0.009502547793090343,0.35165512561798096
8Qo,80,6Ao,104,0.40901777148246765,0.003914170432835817,0.5870680809020996
8Qo,80,6Ko,105,0.40561211109161377,0.006293713115155697,0.588094174861908
8Qo,80,6Qo,106,0.5661160945892334,0.2064681351184845,0.22741574048995972
8Qo,80,6Jo,107,0.6438086032867432,0.008926569484174252,0.3472648561000824
8Qo,80,6To,108,0.6315349340438843,0.008854590356349945,0.35961049795150757
8Qo,80,69o,109,0.6200128793716431,0.00888875499367714,0.3710983991622925
8Qo,80,68o,110,0.6868918538093567,0.04397732764482498,0.2691308259963989
8Qo,80,67o,111,0.624473512172699,0.008908757008612156,0.36661773920059204
8Qo,80,66o,112,0.44733795523643494,0.005410337820649147,0.5472517013549805
8Qo,80,65s,113,0.5857444405555725,0.009261935949325562,0.4049936532974243
8Qo,80,64s,114,0.59947270154953,0.009341214783489704,0.39118608832359314
8Qo,80,63s,115,0.6135750412940979,0.009418741799890995,0.3770062029361725
8Qo,80,62s,116,0.6265836954116821,0.009425750002264977,0.36399057507514954
8Qo,80,5Ao,117,0.4064522087574005,0.004371303133666515,0.5891764760017395
8Qo,80,5Ko,118,0.4086536467075348,0.006855383049696684,0.584490954875946
8Qo,80,5Qo,119,0.5627712607383728,0.20739443600177765,0.22983431816101074
8Qo,80,5Jo,120,0.6373593807220459,0.009382533840835094,0.3532581031322479
8Qo,80,5To,121,0.6402202844619751,0.009389103390276432,0.35039061307907104
8Qo,80,59o,122,0.6286982297897339,0.009423268027603626,0.36187848448753357
8Qo,80,58o,123,0.698921799659729,0.04575809836387634,0.25532013177871704
8Qo,80,57o,124,0.6350215673446655,0.009443270973861217,0.3555351495742798
8Qo,80,56o,125,0.6217867732048035,0.009355084970593452,0.36885812878608704
8Qo,80,55o,126,0.454820841550827,0.006921501364558935,0.5382576584815979
8Qo,80,54s,127,0.5851001143455505,0.009687094017863274,0.40521278977394104
8Qo,80,53s,128,0.5992024540901184,0.009767541661858559,0.3910300135612488
8Qo,80,52s,129,0.6116897463798523,0.009774548932909966,0.37853574752807617
8Qo,80,4Ao,130,0.4103637635707855,0.004520663525909185,0.5851155519485474
8Qo,80,4Ko,131,0.4125651717185974,0.007004743441939354,0.5804300904273987
8Qo,80,4Qo,132,0.5640034675598145,0.20840822160243988,0.22758828103542328
8Qo,80,4Jo,133,0.6390650868415833,0.009531893767416477,0.35140299797058105
8Qo,80,4To,134,0.6384272575378418,0.009432758204638958,0.35214000940322876
8Qo,80,49o,135,0.6414703726768494,0.009545472450554371,0.3489841818809509
8Qo,80,48o,136,0.7154611349105835,0.04712565243244171,0.2374131977558136
8Qo,80,47o,137,0.6496564149856567,0.009565474465489388,0.340778112411499
8Qo,80,46o,138,0.6364216208457947,0.009477289393544197,0.35410112142562866
8Qo,80,45o,139,0.6209728121757507,0.009850324131548405,0.36917686462402344
8Qo,80,44o,140,0.4636850953102112,0.008351404219865799,0.5279635190963745
8Qo,80,43s,141,0.603854238986969,0.009889161214232445,0.386256605386734
8Qo,80,42s,142,0.613568902015686,0.009900549426674843,0.3765305280685425
8Qo,80,3Ao,143,0.4147101044654846,0.004694551695138216,0.5805953741073608
8Qo,80,3Ko,144,0.4169115126132965,0.0071786316111683846,0.5759098529815674
8Qo,80,3Qo,145,0.5686772465705872,0.20950686931610107,0.22181588411331177
8Qo,80,3Jo,146,0.643852949142456,0.009705781936645508,0.34644126892089844
8Qo,80,3To,147,0.6432150602340698,0.009606647305190563,0.34717828035354614
8Qo,80,39o,148,0.6433287858963013,0.009613655507564545,0.3470575213432312
8Qo,80,38o,149,0.7320717573165894,0.04851501062512398,0.21941320598125458
8Qo,80,37o,150,0.6646834015846252,0.009712206199765205,0.3256044089794159
8Qo,80,36o,151,0.6514485478401184,0.009624021127820015,0.33892741799354553
8Qo,80,35o,152,0.6359997987747192,0.009997056797146797,0.3540031313896179
8Qo,80,34o,153,0.6411044597625732,0.01014641672372818,0.3487491011619568
8Qo,80,33o,154,0.47349193692207336,0.010005566291511059,0.5165024995803833
8Qo,80,32s,155,0.618283748626709,0.010038813576102257,0.371677428483963
8Qo,80,2Ao,156,0.4147162139415741,0.004795731510967016,0.5804880261421204
8Qo,80,2Ko,157,0.4169176518917084,0.007279811426997185,0.5758025646209717
8Qo,80,2Qo,158,0.5690187215805054,0.21059240400791168,0.22038888931274414
8Qo,80,2Jo,159,0.6443637013435364,0.009806961752474308,0.3458293676376343
8Qo,80,2To,160,0.6437258124351501,0.009707826189696789,0.346566379070282
8Qo,80,29o,161,0.6438395380973816,0.00971483439207077,0.34644564986228943
8Qo,80,28o,162,0.7332281470298767,0.04878287389874458,0.2179889976978302
8Qo,80,27o,163,0.6787027716636658,0.009813386015594006,0.31148383021354675
8Qo,80,26o,164,0.6654679775238037,0.009725200943648815,0.324806809425354
8Qo,80,25o,165,0.6494498252868652,0.010098235681653023,0.3404519557952881
8Qo,80,24o,166,0.6515415906906128,0.01024759653955698,0.3382108211517334
8Qo,80,23o,167,0.656715452671051,0.01042148470878601,0.33286306262016296
8Qo,80,22o,168,0.47823992371559143,0.011692432686686516,0.5100676417350769
8Jo,81,8To,82,0.698104739189148,0.05307144299149513,0.24882380664348602
8Jo,81,89o,83,0.6835362315177917,0.05153783783316612,0.2649259567260742
8Jo,81,88o,84,0.3170570135116577,0.022290727123618126,0.6606522798538208
8Jo,81,87s,85,0.6372256278991699,0.05486759543418884,0.30790677666664124
8Jo,81,86s,86,0.6516313552856445,0.055730368942022324,0.29263827204704285
8Jo,81,85s,87,0.648468554019928,0.05640703812241554,0.2951243817806244
8Jo,81,84s,88,0.6638223528862,0.057586345821619034,0.2785913050174713
8Jo,81,83s,89,0.6792392134666443,0.058765653520822525,0.2619951367378235
8Jo,81,82s,90,0.6803044080734253,0.05903196334838867,0.26066359877586365
8Jo,81,7Ao,91,0.4168225824832916,0.003825839376077056,0.579351544380188
8Jo,81,7Ko,92,0.41427427530288696,0.006346127949655056,0.5793796181678772
8Jo,81,7Qo,93,0.41432932019233704,0.009050962515175343,0.5766197443008423
8Jo,81,7Jo,94,0.5674540400505066,0.20790162682533264,0.22464436292648315
8Jo,81,7To,95,0.630364716053009,0.013263270258903503,0.35637202858924866
8Jo,81,79o,96,0.6190616488456726,0.013078431598842144,0.3678598999977112
8Jo,81,78o,97,0.6770694255828857,0.056587886065244675,0.2663426995277405
8Jo,81,77o,98,0.44985535740852356,0.005393317900598049,0.5447512865066528
8Jo,81,76s,99,0.5965543985366821,0.012629183009266853,0.39081642031669617
8Jo,81,75s,100,0.6018789410591125,0.013048793189227581,0.385072261095047
8Jo,81,74s,101,0.6156072616577148,0.013126320205628872,0.3712664246559143
8Jo,81,73s,102,0.6297096014022827,0.013203847222030163,0.35708656907081604
8Jo,81,72s,103,0.6427182555198669,0.013210855424404144,0.3440709114074707
8Jo,81,6Ao,104,0.42586231231689453,0.003921908792108297,0.5702157616615295
8Jo,81,6Ko,105,0.42245668172836304,0.00630145100876689,0.5712418556213379
8Jo,81,6Qo,106,0.42052316665649414,0.008926569484174252,0.570550262928009
8Jo,81,6Jo,107,0.5714918971061707,0.20447906851768494,0.22402901947498322
8Jo,81,6To,108,0.6399968862533569,0.013198153115808964,0.3468049466609955
8Jo,81,69o,109,0.6286938786506653,0.013013314455747604,0.358292818069458
8Jo,81,68o,110,0.6929028034210205,0.057599131017923355,0.24949808418750763
8Jo,81,67o,111,0.6331692337989807,0.012949218973517418,0.3538815379142761
8Jo,81,66o,112,0.463594913482666,0.006427513435482979,0.529977560043335
8Jo,81,65s,113,0.5882848501205444,0.013032440096139908,0.39868271350860596
8Jo,81,64s,114,0.602013111114502,0.013111719861626625,0.3848751485347748
8Jo,81,63s,115,0.6161154508590698,0.013189246878027916,0.3706952631473541
8Jo,81,62s,116,0.628602921962738,0.013196255080401897,0.3582008481025696
8Jo,81,5Ao,117,0.4193853735923767,0.004273189697414637,0.576341450214386
8Jo,81,5Ko,118,0.4215867817401886,0.006757269613444805,0.5716559290885925
8Jo,81,5Qo,119,0.4196532964706421,0.00938238762319088,0.5709643363952637
8Jo,81,5Jo,120,0.5673789978027344,0.20573729276657104,0.22688370943069458
8Jo,81,5To,121,0.6486720442771912,0.013653971254825592,0.33767396211624146
8Jo,81,59o,122,0.6373690366744995,0.013469132594764233,0.34916186332702637
8Jo,81,58o,123,0.6893349289894104,0.058312270790338516,0.252352774143219
8Jo,81,57o,124,0.6387742757797241,0.01340503804385662,0.3478206992149353
8Jo,81,56o,125,0.6244624257087708,0.013396569527685642,0.3621410131454468
8Jo,81,55o,126,0.4655182957649231,0.008148002438247204,0.5263336896896362
8Jo,81,54s,127,0.5862029790878296,0.013375107198953629,0.4004218876361847
8Jo,81,53s,128,0.6003053784370422,0.013455554842948914,0.38623911142349243
8Jo,81,52s,129,0.6127926111221313,0.013462563045322895,0.37374481558799744
8Jo,81,4Ao,130,0.4232969284057617,0.004422550089657307,0.5722805261611938
8Jo,81,4Ko,131,0.4254983365535736,0.006906630005687475,0.5675950646400452
8Jo,81,4Qo,132,0.4235648214817047,0.009531747549772263,0.5669034123420715
8Jo,81,4Jo,133,0.5686112642288208,0.20675106346607208,0.2246376872062683
8Jo,81,4To,134,0.6468790173530579,0.013697626069188118,0.33942338824272156
8Jo,81,49o,135,0.6501411199569702,0.013591337017714977,0.33626753091812134
8Jo,81,48o,136,0.7057909965515137,0.059763140976428986,0.23444584012031555
8Jo,81,47o,137,0.6534090638160706,0.01352724153548479,0.33306366205215454
8Jo,81,46o,138,0.6390972137451172,0.013518773950636387,0.3473840057849884
8Jo,81,45o,139,0.6219983696937561,0.013785957358777523,0.3642157018184662
8Jo,81,44o,140,0.4738779664039612,0.010082488879561424,0.5160395503044128
8Jo,81,43s,141,0.604957103729248,0.0135771743953228,0.38146570324897766
8Jo,81,42s,142,0.6146718263626099,0.013588562607765198,0.37173962593078613
8Jo,81,3Ao,143,0.4276432394981384,0.004596438258886337,0.5677602887153625
8Jo,81,3Ko,144,0.4298446774482727,0.007080518640577793,0.5630748271942139
8Jo,81,3Qo,145,0.4279111623764038,0.009705636650323868,0.5623831748962402
8Jo,81,3Jo,146,0.5732850432395935,0.20784971117973328,0.2188652753829956
8Jo,81,3To,147,0.6516668200492859,0.013871514238417149,0.33446162939071655
8Jo,81,39o,148,0.6519995927810669,0.013659519143402576,0.334340900182724
8Jo,81,38o,149,0.7223183512687683,0.06123581528663635,0.21644586324691772
8Jo,81,37o,150,0.6684360504150391,0.013673974201083183,0.3178899586200714
8Jo,81,36o,151,0.6541242003440857,0.013665505684912205,0.3322102725505829
8Jo,81,35o,152,0.6370252966880798,0.013932689093053341,0.34904199838638306
8Jo,81,34o,153,0.6421300172805786,0.014082049950957298,0.3437879681587219
8Jo,81,33o,154,0.4830961227416992,0.012325331568717957,0.5045785307884216
8Jo,81,32s,155,0.6193866729736328,0.013726826757192612,0.36688652634620667
8Jo,81,2Ao,156,0.4276493787765503,0.0046976180747151375,0.5676530003547668
8Jo,81,2Ko,157,0.42985081672668457,0.007181697990745306,0.5629674792289734
8Jo,81,2Qo,158,0.4279173016548157,0.009806815534830093,0.5622758865356445
8Jo,81,2Jo,159,0.5736264586448669,0.20893524587154388,0.21743828058242798
8Jo,81,2To,160,0.6521775722503662,0.013972694054245949,0.3338497281074524
8Jo,81,29o,161,0.6525102853775024,0.013760698959231377,0.33372899889945984
8Jo,81,28o,162,0.7233913540840149,0.06158699840307236,0.21502165496349335
8Jo,81,27o,163,0.6824554800987244,0.013775153085589409,0.30376937985420227
8Jo,81,26o,164,0.6675742268562317,0.013766685500741005,0.31865909695625305
8Jo,81,25o,165,0.6504753232002258,0.014033868908882141,0.33549079298973083
8Jo,81,24o,166,0.6525670886039734,0.014183228835463524,0.33324968814849854
8Jo,81,23o,167,0.6577409505844116,0.014357117936015129,0.3279018998146057
8Jo,81,22o,168,0.48717132210731506,0.014684976078569889,0.49814367294311523
8To,82,89o,83,0.6815962791442871,0.06980633735656738,0.2485974133014679
8To,82,88o,84,0.3325154185295105,0.021781763061881065,0.6457027792930603
8To,82,87s,85,0.6324848532676697,0.07140281796455383,0.2961123287677765
8To,82,86s,86,0.6355491280555725,0.07213769853115082,0.2923131585121155
8To,82,85s,87,0.6494150757789612,0.07360336184501648,0.2769815921783447
8To,82,84s,88,0.6503185033798218,0.07395260035991669,0.27572888135910034
8To,82,83s,89,0.6656524538993835,0.07521484047174454,0.2591327130794525
8To,82,82s,90,0.666634738445282,0.07556407153606415,0.2578011751174927
8To,82,7Ao,91,0.4268767535686493,0.0037538602482527494,0.569369375705719
8To,82,7Ko,92,0.42432841658592224,0.0062741488218307495,0.5693974494934082
8To,82,7Qo,93,0.4248121380805969,0.00897898431867361,0.5662088990211487
8To,82,7Jo,94,0.41461315751075745,0.013263270258903503,0.5721235871315002
8To,82,7To,95,0.565026044845581,0.21032823622226715,0.224645733833313
8To,82,79o,96,0.624866247177124,0.01965845376253128,0.3554752767086029
8To,82,78o,97,0.6720086336135864,0.07388927042484283,0.25410208106040955
8To,82,77o,98,0.456900417804718,0.005978494416922331,0.537121057510376
8To,82,76s,99,0.599842369556427,0.018246321007609367,0.3819113075733185
8To,82,75s,100,0.608573317527771,0.018719369545578957,0.372707337141037
8To,82,74s,101,0.6201038360595703,0.018726376816630363,0.36116981506347656
8To,82,73s,102,0.6342061758041382,0.018803903833031654,0.3469899296760559
8To,82,72s,103,0.6472148299217224,0.01881091296672821,0.33397427201271057
8To,82,6Ao,104,0.4335918128490448,0.003849929664283991,0.5625582337379456
8To,82,6Ko,105,0.4301861822605133,0.006229471880942583,0.5635843873023987
8To,82,6Qo,106,0.4282526671886444,0.008854590356349945,0.562892735004425
8To,82,6Jo,107,0.4283015727996826,0.013198153115808964,0.5585002899169922
8To,82,6To,108,0.5690557360649109,0.20675930380821228,0.22418494522571564
8To,82,69o,109,0.6344096660614014,0.019593337550759315,0.3459969758987427
8To,82,68o,110,0.6756004095077515,0.07476268708705902,0.24963687360286713
8To,82,67o,111,0.6362805366516113,0.018969763070344925,0.34474968910217285
8To,82,66o,112,0.46763676404953003,0.007264981511980295,0.5250982642173767
8To,82,65s,113,0.5949949622154236,0.01862417533993721,0.3863808512687683
8To,82,64s,114,0.6040761470794678,0.018632935360074043,0.37729090452194214
8To,82,63s,115,0.6181784868240356,0.018710462376475334,0.36311104893684387
8To,82,62s,116,0.6306658983230591,0.01871747151017189,0.3506166338920593
8To,82,5Ao,117,0.4361668527126312,0.004280928056687117,0.5595521926879883
8To,82,5Ko,118,0.4383682608604431,0.006765007972717285,0.5548667311668396
8To,82,5Qo,119,0.4364347755908966,0.00939012598246336,0.554175078868866
8To,82,5Jo,120,0.43449512124061584,0.013653971254825592,0.5518509149551392
8To,82,5To,121,0.5698080658912659,0.20726317167282104,0.2229287475347519
8To,82,59o,122,0.6435352563858032,0.020108433440327644,0.3363563120365143
8To,82,58o,123,0.6908448338508606,0.07643534988164902,0.23271983861923218
8To,82,57o,124,0.6454998850822449,0.019484857097268105,0.33501526713371277
8To,82,56o,125,0.6312028765678406,0.019392292946577072,0.34940481185913086
8To,82,55o,126,0.4813758134841919,0.009564640000462532,0.5090595483779907
8To,82,54s,127,0.589697003364563,0.018958520144224167,0.39134448766708374
8To,82,53s,128,0.6037993431091309,0.019038967788219452,0.3771617114543915
8To,82,52s,129,0.6135201454162598,0.01904597505927086,0.3674338757991791
8To,82,4Ao,130,0.43616700172424316,0.004324436653405428,0.5595085620880127
8To,82,4Ko,131,0.43836840987205505,0.0068085165694355965,0.5548230409622192
8To,82,4Qo,132,0.43643492460250854,0.009433634579181671,0.5541314482688904
8To,82,4Jo,133,0.4344952702522278,0.013697479851543903,0.5518072247505188
8To,82,4To,134,0.5701414942741394,0.20817123353481293,0.22168727219104767
8To,82,49o,135,0.6562971472740173,0.02015194110572338,0.32355090975761414
8To,82,48o,136,0.6917030811309814,0.07681859284639359,0.23147830367088318
8To,82,47o,137,0.6578330993652344,0.01952836662530899,0.32263854146003723
8To,82,46o,138,0.6408946514129639,0.01943580061197281,0.33966952562332153
8To,82,45o,139,0.6257315874099731,0.01978270150721073,0.3544856905937195
8To,82,44o,140,0.4840918481349945,0.011792548932135105,0.5041155815124512
8To,82,43s,141,0.6042470932006836,0.019078096374869347,0.3766748011112213
8To,82,42s,142,0.6139618158340454,0.019089484587311745,0.3669487237930298
8To,82,3Ao,143,0.44051334261894226,0.004498325288295746,0.5549883246421814
8To,82,3Ko,144,0.44271475076675415,0.006982405204325914,0.5503028631210327
