hand,1_win,2_win,3_win,4_win,5_win,6_win,7_win,8_win,9_win,1_tie,2_tie,3_tie,4_tie,5_tie,6_tie,7_tie,8_tie,9_tie
32s,0.3309102952480316,0.22503384947776794,0.17162644863128662,0.1419541835784912,0.12348849326372147,0.11064207553863525,0.10081703960895538,0.0927787721157074,0.08589974045753479,0.02891780622303486,0.013307541608810425,0.009926380589604378,0.008161910809576511,0.007089491467922926,0.006449226755648851,0.0060812984593212605,0.0058740186505019665,0.005759994965046644
2Ao,0.5294679999351501,0.3324713408946991,0.23599368333816528,0.1815529316663742,0.1468472182750702,0.12259567528963089,0.10459906607866287,0.09066982567310333,0.07963628321886063,0.01981533132493496,0.020132459700107574,0.018531175330281258,0.017083849757909775,0.015945006161928177,0.014989716000854969,0.014101100154221058,0.01323611568659544,0.012378543615341187
2Ko,0.4842730164527893,0.2929404079914093,0.20446781814098358,0.15566793084144592,0.12481891363859177,0.10340503603219986,0.08763206005096436,0.07554727792739868,0.06603540480136871,0.020867321640253067,0.01904705911874771,0.01657225377857685,0.014849123544991016,0.013665667735040188,0.012758799828588963,0.011974078603088856,0.011242005042731762,0.010542132891714573
2Qo,0.4511716067790985,0.26801368594169617,0.18590636551380157,0.1406881958246231,0.11207814514636993,0.09230300784111023,0.07781966030597687,0.06680726259946823,0.05818338319659233,0.02185090258717537,0.018267430365085602,0.015365386381745338,0.013646249659359455,0.012546926736831665,0.01173471286892891,0.011055359616875648,0.010444970801472664,0.009881594218313694
2Jo,0.42055121064186096,0.2472851276397705,0.17110291123390198,0.12891718745231628,0.10216226428747177,0.08372294902801514,0.07029546797275543,0.06014036759734154,0.05222392454743385,0.022995630279183388,0.01762326993048191,0.014549250714480877,0.012978353537619114,0.012037122622132301,0.011356260627508163,0.01079487707465887,0.010296297259628773,0.009845882654190063
2To,0.3924010396003723,0.23024648427963257,0.15932060778141022,0.11960460990667343,0.09435274451971054,0.07703854888677597,0.06451702862977982,0.05506296828389168,0.047682661563158035,0.024300791323184967,0.01713261567056179,0.014066098257899284,0.0127097861841321,0.011931422166526318,0.011372874490916729,0.010916094295680523,0.010526253841817379,0.010178552009165287
29o,0.36515989899635315,0.21440094709396362,0.14781425893306732,0.11020016670227051,0.0864531472325325,0.07039617002010345,0.0589175671339035,0.050318267196416855,0.043639473617076874,0.025805652141571045,0.01642090268433094,0.013146846555173397,0.011659137904644012,0.010705276392400265,0.009983211755752563,0.00941518135368824,0.008957987651228905,0.00858376082032919
28o,0.34088340401649475,0.2019808292388916,0.13908739387989044,0.10338222980499268,0.08104546368122101,0.06606946885585785,0.0554131381213665,0.04743659496307373,0.041199374943971634,0.027414564043283463,0.015941571444272995,0.012723295018076897,0.011263484135270119,0.010301774367690086,0.00960384402424097,0.009081484749913216,0.0086795249953866,0.008364955894649029
27o,0.31709393858909607,0.18965815007686615,0.1304248869419098,0.0969904288649559,0.07637225836515427,0.06267782300710678,0.05292496830224991,0.045566461980342865,0.03974325209856033,0.02873552031815052,0.015248746611177921,0.012065998278558254,0.010614768601953983,0.009681392461061478,0.009057334624230862,0.008639815263450146,0.008346903137862682,0.00813611876219511
26o,0.31075453758239746,0.19286984205245972,0.13499125838279724,0.10229308158159256,0.08227016031742096,0.06897930800914764,0.05946603789925575,0.052218902856111526,0.046428970992565155,0.02996767684817314,0.014829487539827824,0.011657691560685635,0.010084692388772964,0.00906349066644907,0.008400545455515385,0.007975964806973934,0.007704535964876413,0.007527096197009087
25o,0.3119482398033142,0.1997661143541336,0.1424766331911087,0.1102537140250206,0.0905432477593422,0.07739976048469543,0.06790816783905029,0.0605786070227623,0.05464572831988335,0.030898381024599075,0.014962263405323029,0.011887316592037678,0.010348333977162838,0.009392901323735714,0.008813450112938881,0.00846919510513544,0.008272617124021053,0.008155111223459244
24o,0.3011629581451416,0.19218197464942932,0.13649775087833405,0.10575183480978012,0.08716272562742233,0.07481306791305542,0.06585981696844101,0.05891022831201553,0.05322880670428276,0.03081812523305416,0.01439897995442152,0.011106519028544426,0.009418013505637646,0.008385095745325089,0.0077618202194571495,0.007402895484119654,0.0072003984823822975,0.007084953133016825
23o,0.2923945188522339,0.1836964339017868,0.12934693694114685,0.09984047710895538,0.08215741813182831,0.07042273879051208,0.06188330426812172,0.0552099347114563,0.049721069633960724,0.030630270019173622,0.013858246617019176,0.010310024954378605,0.008476363494992256,0.007363499607890844,0.0066987997852265835,0.006316552869975567,0.00609953748062253,0.005978729575872421
22o,0.49384623765945435,0.30235713720321655,0.2167137712240219,0.17539480328559875,0.1533801257610321,0.14011511206626892,0.13102631270885468,0.12408094108104706,0.11833534389734268,0.009483539499342442,0.004151312168687582,0.002524682553485036,0.0018304215045645833,0.001475149067118764,0.0012688892893493176,0.0011346435640007257,0.0010382231557741761,0.0009642670629546046
